transID,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount,transportationType,age,ageGroup,tapInHour,tripDuration,dayName,date,tapOutStatus,name
KSNZ654M4P15HI,F,2007,JAK.51,Taman Kota - Budi Luhur,0.0,B00879P,Jln. B Basmol Raya,-6.161701,106.75176,47,2023-04-03 05:05:14,B02798P,Perum Taman Kota 2,-6.160549,106.75615,49.0,2023-04-03 06:01:31,0.0,Mikrotrans,16,Remaja,5,56.28333333333333,Monday,2023-04-03,Success,KEMBANGAN
QTBL677E5W49WE,M,1986,JAK.54,Grogol - Benhil,0.0,B02079P,Koramil Jln. Brigjen Katamso,-6.189138,106.80508,13,2023-04-03 06:50:15,B05524P,STIE IBEK,-6.173256,106.7977,29.0,2023-04-03 07:45:02,0.0,Mikrotrans,37,Dewasa Madya,6,54.78333333333333,Monday,2023-04-03,Success,PALMERAH
SKVT945J6Y75FY,F,1982,JAK.110A,Rusun Marunda - Terminal Terpadu Pulo Gebang,0.0,B05937P,YPI Asyaadah,-6.191129,106.94382,52,2023-04-03 06:56:55,B00415P,Gg. Barokah Lingkar Timur,-6.19658,106.94405,56.0,2023-04-03 07:38:30,0.0,Mikrotrans,41,Dewasa Madya,6,41.583333333333336,Monday,2023-04-03,Success,CAKUNG
UILF627K6N98PO,M,1969,JAK.03,Lebak Bulus - Andara,1.0,B05950P,Jln. Andara Raya,-6.327861,106.80061,0,2023-04-03 06:18:23,B05394P,SMPN 85,-6.31244,106.79533,5.0,2023-04-03 07:08:13,0.0,Mikrotrans,54,Dewasa Akhir,6,49.833333333333336,Monday,2023-04-03,Success,
TJGP315V9J81LK,F,1971,JAK.36,Cilangkap - Cililitan,0.0,B01027P,Jln. Damai PBSI Cilangkap,-6.332964,106.89167,12,2023-04-03 05:44:22,B03173P,RS Restu Kasih,-6.26606,106.86598,43.0,2023-04-03 06:11:23,0.0,Mikrotrans,52,Dewasa Akhir,5,27.016666666666666,Monday,2023-04-03,Success,CIPAYUNG
XGNH505G1W99FE,F,1996,JAK.50,Kalideres - Puri Kembangan,0.0,B01529P,Jln. Puri Lingkar Dalam,-6.184763,106.73503,56,2023-04-03 05:21:47,B03015P,Puri Kembangan,-6.188874,106.73514,57.0,2023-04-03 06:21:05,0.0,Mikrotrans,27,Dewasa Awal,5,59.3,Monday,2023-04-03,Success,KEMBANGAN
CUQC510B9I15AS,F,2011,JAK.120,JIS - Terminal Muara Angke,1.0,B05324P,SMKN 56,-6.119094,106.79423,8,2023-04-03 06:44:09,B02564P,Pangeran Jayakarta 1,-6.137775,106.81766,20.0,2023-04-03 07:31:55,0.0,Mikrotrans,12,Remaja,6,47.766666666666666,Monday,2023-04-03,Success,PENJARINGAN
KLJX380M8M22TJ,F,2001,JAK.44,Andara - Stasiun Universitas Pancasila,1.0,B00045P,Andara Margasatwa 4,-6.312578,106.80356,35,2023-04-03 05:09:21,B00042P,Andara Margasatwa 1,-6.313471,106.80369,36.0,2023-04-03 05:33:28,0.0,Mikrotrans,22,Dewasa Awal,5,24.116666666666667,Monday,2023-04-03,Success,CILANDAK
KSTU465X0F20TZ,M,1987,JAK.25,Kp. Rambutan - Kalisari,0.0,B03557P,Sbr. Gg. Rezeki Cijantung,-6.32655,106.85576,23,2023-04-03 06:18:38,B00423P,Gg. Bidan Baru,-6.327013,106.85027,29.0,2023-04-03 06:49:15,0.0,Mikrotrans,36,Dewasa Madya,6,30.616666666666667,Monday,2023-04-03,Success,PASAR REBO
CQBB230D3P59WR,F,1986,JAK.64,Lenteng Agung - Aseli,1.0,B03899P,Sbr. Kec. Jagakarsa,-6.334583,106.8216,19,2023-04-03 05:43:37,B00868P,Jln. Aselih,-6.347277,106.79695,37.0,2023-04-03 06:37:36,0.0,Mikrotrans,37,Dewasa Madya,5,53.983333333333334,Monday,2023-04-03,Success,JAGAKARSA
OLZA217B5B95DK,M,2009,JAK.30,Grogol - Meruya via Roxy,1.0,B04576P,Sbr. Univ. Mercu Buana,-6.210273,106.73786,11,2023-04-03 06:24:37,B05009P,Simpang Meruya Ilir 1,-6.196682,106.75517,28.0,2023-04-03 07:13:18,0.0,Mikrotrans,14,Remaja,6,48.68333333333333,Monday,2023-04-03,Success,KEMBANGAN
MNVR368P8Y89KY,M,1984,JAK.88,Terminal Tanjung Priok - Ancol Barat,1.0,B05993P,Polsek Pademangan,-6.12944,106.84317,14,2023-04-03 05:49:59,B06875P,Jln. R. E. Martadinata,-6.130036,106.83429,19.0,2023-04-03 06:24:08,0.0,Mikrotrans,39,Dewasa Madya,5,34.15,Monday,2023-04-03,Success,PADEMANGAN
PPJQ978G0G75PN,F,1992,JAK.16,Cililitan - Condet,0.0,B06791P,SDN 11 Batu Ampar,-6.284068,106.85835,16,2023-04-03 06:29:01,B02495P,Munggang 1,-6.276272,106.85299,25.0,2023-04-03 07:03:39,0.0,Mikrotrans,31,Dewasa Awal,6,34.63333333333333,Monday,2023-04-03,Success,KRAMAT JATI
UFIY749J0P29PU,M,2005,JAK.06,Kampung Rambutan - Pondok Gede,0.0,B02767P,Pertigaan Cedang 1,-6.301603,106.9125,24,2023-04-03 06:16:03,B02775P,Pertigaan H. Sadjim 3,-6.305788,106.91087,35.0,2023-04-03 06:48:44,0.0,Mikrotrans,18,Remaja,6,32.68333333333333,Monday,2023-04-03,Success,CIPAYUNG
ARFI258Q0F23OZ,M,1968,JAK.85,Bintara - Cipinang Indah,1.0,B05634P,Taman Pangkalan Jati Kalimalang,-6.24599,106.9053,4,2023-04-03 05:26:41,B01677P,Jln. Teluk Mandar 2,-6.238944,106.91004,13.0,2023-04-03 05:59:34,0.0,Mikrotrans,55,Pra-lansia,5,32.88333333333333,Monday,2023-04-03,Success,DUREN SAWIT
TTXL446A9W44RL,M,1984,JAK.39,Kalimalang - Duren Sawit,0.0,B01625P,Jln. Swakarsa IV Pondok Kelapa,-6.243335,106.94262,36,2023-04-03 05:21:58,B01984P,Klapa Village Pondok Kelapa,-6.238159,106.94153,41.0,2023-04-03 05:49:52,0.0,Mikrotrans,39,Dewasa Madya,5,27.9,Monday,2023-04-03,Success,DUREN SAWIT
TKSP921A2W65VE,M,1992,JAK.26,Rawamangun - Duren Sawit,1.0,B05850P,Velodrome 1,-6.193624,106.88875,3,2023-04-03 05:24:45,B02070P,Komplek Wijaya Kusuma 1,-6.229588,106.90531,46.0,2023-04-03 06:19:19,0.0,Mikrotrans,31,Dewasa Awal,5,54.56666666666667,Monday,2023-04-03,Success,PULOGADUNG
CMYE649Q8Z38VZ,F,1974,JAK.42,Kampung Melayu - Pondok Kelapa,1.0,B00354P,Flyover Jatinegara 1,-6.215301,106.87356,36,2023-04-03 06:49:22,B04170P,Sbr. Ps. Rawa Bening,-6.216795,106.87037,38.0,2023-04-03 07:17:54,0.0,Mikrotrans,49,Dewasa Akhir,6,28.533333333333335,Monday,2023-04-03,Success,JATINEGARA
JONM954J8K77WR,F,1984,JAK.21,Cililitan - Dwikora,0.0,B00561P,Gg. Siluman Cililitan Besar,-6.264959,106.8747,6,2023-04-03 06:32:49,B02959P,Pos Jaga Utama 2,-6.261242,106.88827,20.0,2023-04-03 07:15:07,0.0,Mikrotrans,39,Dewasa Madya,6,42.3,Monday,2023-04-03,Success,MAKASAR
VAHD368H7U79VK,M,1989,JAK.54,Grogol - Benhil,0.0,B03824P,Sbr. Jln. Rasamala Dalam,-6.174903,106.80482,24,2023-04-03 06:42:36,B03107P,Roxy Square 2,-6.167221,106.79975,32.0,2023-04-03 07:36:10,0.0,Mikrotrans,34,Dewasa Awal,6,53.56666666666667,Monday,2023-04-03,Success,PALMERAH
IAQD128M6O74WF,M,1987,JAK.43B,Tongtek - Tebet Eco Park (TEP) - Cililitan,1.0,B01794P,Kalibata City 1,-6.255951,106.85404,5,2023-04-03 06:35:19,B03889P,Sbr. Kalibata Square,-6.255574,106.85167,9.0,2023-04-03 07:31:01,0.0,Mikrotrans,36,Dewasa Madya,6,55.7,Monday,2023-04-03,Success,PANCORAN
SQLU277L3R57BV,F,1994,JAK.80,Rawa Buaya - Rawa Kompeni,1.0,B06119P,Jln. Prima,-6.123869,106.71834,27,2023-04-03 05:42:19,B04437P,Sbr. SMAN 95,-6.126402,106.70406,34.0,2023-04-03 06:03:36,0.0,Mikrotrans,29,Dewasa Awal,5,21.283333333333335,Monday,2023-04-03,Success,KALIDERES
MMUV993P5H61FT,M,1991,JAK.11,Tanah Abang - Kebayoran Lama,0.0,B00320P,DPP FPI,-6.194368,106.80536,15,2023-04-03 06:35:30,B01259P,Jln. Kemandoran VII Grogol Utara,-6.209631,106.78344,31.0,2023-04-03 07:00:33,0.0,Mikrotrans,32,Dewasa Awal,6,25.05,Monday,2023-04-03,Success,TANAH ABANG
DIAV307Y1P94HD,M,1996,JAK.23,Senen - Pisangan Baru,0.0,B06427P,Jln. Kemuning Raya 1,-6.197144,106.864674,33,2023-04-03 06:49:23,Unknown,Unknown,,,,,0.0,Mikrotrans,27,Dewasa Awal,6,,Monday,2023-04-03,Error,MATRAMAN
DCYB552E0Y16EI,M,1996,JAK.50,Kalideres - Puri Kembangan,0.0,B00465P,Gg. H. Doel Bojong Raya,-6.167321,106.73423,45,2023-04-03 06:14:47,B03828P,Sbr. Jln. Ruby Kembangan Utara,-6.179903,106.73422,52.0,2023-04-03 07:06:09,0.0,Mikrotrans,27,Dewasa Awal,6,51.36666666666667,Monday,2023-04-03,Success,CENGKARENG
YUGN100O2T57SU,F,2005,JAK.46,Pasar Minggu - Jagakarsa,0.0,B03717P,Sbr. Jln. H. Matasan,-6.317581,106.82484,16,2023-04-03 05:47:24,B01733P,Jatipadang Raya,-6.293986,106.82335,26.0,2023-04-03 06:28:48,0.0,Mikrotrans,18,Remaja,5,41.4,Monday,2023-04-03,Success,PASAR MINGGU
ALON168P3C05ZF,M,1984,JAK.17,Senen - Pulo Gadung,0.0,B00083P,Atrium 1,-6.177759,106.8412,50,2023-04-03 05:42:47,B04647P,Sekolah Penabur Gunung Sahari,-6.170053,106.84024,53.0,2023-04-03 06:05:41,0.0,Mikrotrans,39,Dewasa Madya,5,22.9,Monday,2023-04-03,Success,SENEN
RZXY379Y2X13CE,M,1998,JAK.11,Tanah Abang - Kebayoran Lama,0.0,B03368P,SDN Grogol Utara 03,-6.214998,106.7777,36,2023-04-03 05:40:51,B05455P,St. Kebayoran 2,-6.235723,106.78285,47.0,2023-04-03 06:20:08,0.0,Mikrotrans,25,Dewasa Awal,5,39.28333333333333,Monday,2023-04-03,Success,KEBAYORAN LAMA
FKUZ880E9L29GJ,F,2003,JAK.112,Terminal Tanah Merah - Pulo Gadung,1.0,B01310P,Jln. Kuning Tua,-6.164733,106.90996,19,2023-04-03 05:06:26,B00707P,Grii Kelapa Gading,-6.145063,106.90953,29.0,2023-04-03 05:31:37,0.0,Mikrotrans,20,Dewasa Awal,5,25.183333333333334,Monday,2023-04-03,Success,KELAPA GADING
SLWP469O6M81HY,F,1991,JAK.08,Roxy - Benhil,1.0,B01638P,Jln. Taman Jatibaru Timur,-6.182778,106.8129,25,2023-04-03 05:33:58,B00816P,ITC Roxy,-6.16737,106.80248,33.0,2023-04-03 05:58:59,0.0,Mikrotrans,32,Dewasa Awal,5,25.016666666666666,Monday,2023-04-03,Success,GAMBIR
VSAA470S6I23OR,M,1977,JAK.112,Terminal Tanah Merah - Pulo Gadung,1.0,B04287P,Sbr. RS Mediros,-6.179204,106.90379,9,2023-04-03 06:20:00,B04878P,Simpang Jln. Tarian Raya Barat,-6.170599,106.9099,14.0,2023-04-03 06:54:54,0.0,Mikrotrans,46,Dewasa Akhir,6,34.9,Monday,2023-04-03,Success,KELAPA GADING
ZQLL825P5I12PM,M,2002,JAK.11,Tanah Abang - Kebayoran Lama,1.0,B01335P,Jln. Madrasah II Sukabumi Selatan,-6.209608,106.78336,18,2023-04-03 05:03:33,B05102P,Simpang Rawa Belong Palmerah Barat,-6.20663,106.78342,20.0,2023-04-03 05:54:34,0.0,Mikrotrans,21,Dewasa Awal,5,51.016666666666666,Monday,2023-04-03,Success,KEBON JERUK
ETEA053H8F95OP,F,1996,JAK.43B,Tongtek - Tebet Eco Park (TEP) - Cililitan,0.0,B04112P,Sbr. Mushola Al Hidayah Bukit Duri,-6.222635,106.85527,8,2023-04-03 05:40:36,B05438P,St. Duren Kalibata 2,-6.256023,106.85547,24.0,2023-04-03 06:05:03,0.0,Mikrotrans,27,Dewasa Awal,5,24.45,Monday,2023-04-03,Success,TEBET
UQBO067F4Q46YH,M,1974,JAK.18,Kalibata - Kuningan,1.0,B01567P,Jln. Sawo III,-6.216545,106.84427,10,2023-04-03 16:19:39,B02230P,Masjid Al Barakah Assyafiiyah,-6.220472,106.8508,15.0,2023-04-03 17:37:59,0.0,Mikrotrans,49,Dewasa Akhir,16,78.33333333333333,Monday,2023-04-03,Success,TEBET
YCKA830Y7F54EU,F,1991,JAK.03,Lebak Bulus - Andara,0.0,B01204P,Jln. Karang Tengah Raya,-6.309964,106.78105,11,2023-04-03 17:48:51,B01493P,Jln. Pinang II Pondok Labu,-6.310414,106.79665,22.0,2023-04-03 19:43:32,0.0,Mikrotrans,32,Dewasa Awal,17,114.68333333333334,Monday,2023-04-03,Success,CILANDAK
CRPN719K9R79EE,M,1975,JAK.46,Pasar Minggu - Jagakarsa,0.0,B01591P,Jln. SMP 175,-6.319534,106.82512,15,2023-04-03 17:41:27,B03539P,Sbr. Gg. H. Yusuf Jati Padang,-6.29314,106.82863,27.0,2023-04-03 19:05:46,0.0,Mikrotrans,48,Dewasa Akhir,17,84.31666666666666,Monday,2023-04-03,Success,PASAR MINGGU
WSBL539K5G66AY,M,1981,JAK.88,Terminal Tanjung Priok - Ancol Barat,1.0,B05970P,SMA 40,-6.13136,106.84143,12,2023-04-03 16:36:24,B06875P,Jln. R. E. Martadinata,-6.130036,106.83429,19.0,2023-04-03 18:09:58,0.0,Mikrotrans,42,Dewasa Madya,16,93.56666666666666,Monday,2023-04-03,Success,PADEMANGAN
MOHL390Z9E69AL,F,1997,JAK.16,Cililitan - Condet,1.0,B03038P,Puskesmas Balekambang,-6.284147,106.85164,14,2023-04-03 16:17:41,B00410P,Gg. Ayama,-6.27204,106.8671,29.0,2023-04-03 17:32:45,0.0,Mikrotrans,26,Dewasa Awal,16,75.06666666666666,Monday,2023-04-03,Success,KRAMAT JATI
JBNM343O0Y86XO,F,1981,JAK.02,Kampung Melayu - Duren Sawit,1.0,B02339P,Masjid Jami Attaubah 2,-6.231559,106.87297,29,2023-04-03 17:26:26,B05706P,Term. Kampung Melayu,-6.224804,106.86697,36.0,2023-04-03 19:06:06,0.0,Mikrotrans,42,Dewasa Madya,17,99.66666666666667,Monday,2023-04-03,Success,JATINEGARA
IRYL646I7M52NF,M,1995,JAK.46,Pasar Minggu - Jagakarsa,0.0,B03746P,Sbr. Jln. Kebagusan III,-6.309188,106.827,19,2023-04-03 16:18:50,B01965P,Kementan,-6.294976,106.82448,25.0,2023-04-03 18:02:15,0.0,Mikrotrans,28,Dewasa Awal,16,103.41666666666667,Monday,2023-04-03,Success,PASAR MINGGU
IXYE603C1E88LP,F,1983,JAK.15,Bulak Turi - Tanjung Priok,1.0,B03236P,Ruko Enggano,-6.10982,106.88493,1,2023-04-03 17:53:31,B02620P,Ps. Jongkok,-6.108844,106.93442,30.0,2023-04-03 19:33:07,0.0,Mikrotrans,40,Dewasa Madya,17,99.6,Monday,2023-04-03,Success,PADEMANGAN
DVTB939V1K01ZQ,F,2010,JAK.112,Terminal Tanah Merah - Pulo Gadung,1.0,B01516P,Jln. Primanota,-6.168008,106.91097,16,2023-04-03 16:25:30,B00173P,Boulevard Kelapa Hybrida Raya 2,-6.148396,106.90935,28.0,2023-04-03 17:40:50,0.0,Mikrotrans,13,Remaja,16,75.33333333333333,Monday,2023-04-03,Success,KELAPA GADING
CWWW049O5N58QA,M,1965,JAK.43B,Tongtek - Tebet Eco Park (TEP) - Cililitan,1.0,B04133P,Sbr. Ps. Bukit Duri,-6.217564,106.85417,39,2023-04-03 17:28:19,B05772P,Tongtek,-6.21662,106.8628,42.0,2023-04-03 19:11:08,0.0,Mikrotrans,58,Pra-lansia,17,102.81666666666666,Monday,2023-04-03,Success,TEBET
CKHW178T8C64TR,F,2002,JAK.42,Kampung Melayu - Pondok Kelapa,0.0,B04469P,Sbr. SMPN 148,-6.218411,106.89498,19,2023-04-03 17:42:48,B01578P,Jln. Serdang,-6.228906,106.91459,33.0,2023-04-03 18:46:14,0.0,Mikrotrans,21,Dewasa Awal,17,63.43333333333333,Monday,2023-04-03,Success,JATINEGARA
JRKL899I4L98LZ,M,2002,JAK.02,Kampung Melayu - Duren Sawit,1.0,B05083P,Simpang Pondok Bambu Batas 2,-6.241533,106.90058,9,2023-04-03 16:20:49,B02227P,Masjid Al Akhbar PWI 2,-6.233343,106.88858,17.0,2023-04-03 17:16:13,0.0,Mikrotrans,21,Dewasa Awal,16,55.4,Monday,2023-04-03,Success,DUREN SAWIT
MUCR358X3N35ZV,F,2009,JAK.36,Cilangkap - Cililitan,1.0,B00949P,Jln. Budi Murni Raya Cilangkap,-6.33352,106.89479,25,2023-04-03 16:33:14,B01079P,Jln. Giri Kencana Raya Cilangkap,-6.340412,106.90292,30.0,2023-04-03 18:18:04,0.0,Mikrotrans,14,Remaja,16,104.83333333333333,Monday,2023-04-03,Success,CIPAYUNG
RUGR300X6N56RB,F,1988,JAK.06,Kampung Rambutan - Pondok Gede,1.0,B00700P,Green Terrace,-6.303484,106.88539,13,2023-04-03 17:27:57,B02502P,Museum Nasional VIsible Storage,-6.307188,106.89653,16.0,2023-04-03 18:30:47,0.0,Mikrotrans,35,Dewasa Madya,17,62.833333333333336,Monday,2023-04-03,Success,CIPAYUNG
XBOY023M8F75YB,M,1993,JAK.14,Tanah Abang - Meruya,0.0,B01638P,Jln. Taman Jatibaru Timur,-6.182778,106.8129,3,2023-04-03 17:06:48,B03261P,Ruko Taman Kb. Jeruk,-6.197388,106.74818,58.0,2023-04-03 18:08:06,0.0,Mikrotrans,30,Dewasa Awal,17,61.3,Monday,2023-04-03,Success,GAMBIR
ZSRY589C8Y95YP,F,1985,JAK.15,Bulak Turi - Tanjung Priok,1.0,B04940P,Simpang Kesemek 2,-6.113324,106.92085,16,2023-04-03 17:00:07,B03893P,Sbr. Kebantenan IX,-6.108601,106.93245,28.0,2023-04-03 18:58:18,0.0,Mikrotrans,38,Dewasa Madya,17,118.18333333333334,Monday,2023-04-03,Success,CILINCING
BMXW186P0X47YO,F,1969,JAK.71,Kampung Rambutan - Pinang Ranti,1.0,B02525P,Mutiara Pulo Dukuh,-6.302629,106.87781,16,2023-04-03 16:43:59,B03109P,RPTRA Dukuh,-6.301412,106.87583,17.0,2023-04-03 17:55:00,0.0,Mikrotrans,54,Dewasa Akhir,16,71.01666666666667,Monday,2023-04-03,Success,KRAMAT JATI
FANK143U0T75UY,M,1978,JAK.77,Tanjung Priok - Jembatan Item,1.0,B01704P,Jln. Warakas I Gg. 8,-6.117623,106.87674,10,2023-04-03 17:01:47,B06872P,Sbr. Jln. Ancol Selatan,-6.134139,106.855696,38.0,2023-04-03 17:57:21,0.0,Mikrotrans,45,Dewasa Akhir,17,55.56666666666667,Monday,2023-04-03,Success,TANJUNG PRIOK
QNAB897F1E84GK,F,1970,JAK.44,Andara - Stasiun Universitas Pancasila,1.0,B04625P,Sekolah Cita Buana,-6.316189,106.81425,25,2023-04-03 17:33:34,B00042P,Andara Margasatwa 1,-6.313471,106.80369,36.0,2023-04-03 19:01:52,0.0,Mikrotrans,53,Dewasa Akhir,17,88.3,Monday,2023-04-03,Success,JAGAKARSA
HVTC198R7L92EW,F,2000,JAK.48B,Stasiun Tebet - Kampung Melayu,1.0,B00138P,Bidara Cina 1,-6.229954,106.86735,1,2023-04-03 16:27:25,B05512P,St. Tebet 3,-6.225604,106.85923,7.0,2023-04-03 18:13:25,0.0,Mikrotrans,23,Dewasa Awal,16,106.0,Monday,2023-04-03,Success,JATINEGARA
OZNH949H1H68DA,F,1981,JAK.19,Pinang Ranti - Kampung Rambutan,1.0,B02328P,Masjid Jami Al-Baidlo,-6.295729,106.89896,40,2023-04-03 16:01:12,B00077P,Asshomadiyah Medicare Centre 2,-6.29557,106.89825,41.0,2023-04-03 17:10:09,0.0,Mikrotrans,42,Dewasa Madya,16,68.95,Monday,2023-04-03,Success,CIPAYUNG
BNVZ241B7D89BG,M,1989,JAK.75,Cililitan - Kp. Pulo,1.0,B00154P,BKN 1,-6.258026,106.86955,22,2023-04-03 16:58:23,B03604P,Sbr. Graha Dirgantara,-6.255569,106.88303,24.0,2023-04-03 18:06:36,0.0,Mikrotrans,34,Dewasa Awal,16,68.21666666666667,Monday,2023-04-03,Success,KRAMAT JATI
BBHK037K5L46HC,F,1994,JAK.52,Terminal Kalideres - Terminal Muara Angke,1.0,B00242P,Centro Metro Broadway,-6.116362,106.76143,14,2023-04-03 17:45:30,B06656P,Pesakih 1,-6.154564,106.71537,43.0,2023-04-03 19:41:59,0.0,Mikrotrans,29,Dewasa Awal,17,116.48333333333333,Monday,2023-04-03,Success,PENJARINGAN
LZHS210I9E65QN,M,1977,JAK.37,Cililitan - Condet via Kayu Manis,1.0,B04057P,Sbr. Masjid Jami Al Muttaqin Balekambang,-6.283996,106.85052,2,2023-04-03 17:08:50,B03548P,Sbr. Gg. Mundu II Tengah,-6.292947,106.86324,14.0,2023-04-03 19:05:14,0.0,Mikrotrans,46,Dewasa Akhir,17,116.4,Monday,2023-04-03,Success,KRAMAT JATI
ECGN365Y5C39JI,F,1983,JAK.31,Blok M - Andara,1.0,B00245P,Child Care Pre School,-6.257557,106.8009,48,2023-04-03 17:02:30,B06579P,Blok M Jalur 4,-6.243474,106.80188,57.0,2023-04-03 18:02:19,0.0,Mikrotrans,40,Dewasa Madya,17,59.81666666666667,Monday,2023-04-03,Success,KEBAYORAN BARU
SUSW195I2O96SJ,M,1994,JAK.43C,Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,0.0,B06277P,Jln.Tebet Barat V,-6.233937,106.8477,0,2023-04-03 16:53:33,B06674P,Tebet Eco Park Selatan 4,-6.239215,106.8519,4.0,2023-04-03 18:26:52,0.0,Mikrotrans,29,Dewasa Awal,16,93.31666666666666,Monday,2023-04-03,Success,TEBET
ONVE327D9V47QL,M,2003,JAK.117,Tanjung Priok - Tanah Merdeka,1.0,B01056P,Jln. Elpa Putih II,-6.110053,106.88721,28,2023-04-03 16:51:36,B05728P,Term. Tj. Priok 1,-6.1098,106.88118,30.0,2023-04-03 18:21:48,0.0,Mikrotrans,20,Dewasa Awal,16,90.2,Monday,2023-04-03,Success,TANJUNG PRIOK
WZUE198C4Y87SP,M,1956,JAK.49,Lebak Bulus - Cipulir,1.0,B02948P,Pool Taksi Tanah Kusir,-6.254506,106.77741,13,2023-04-03 17:29:19,Unknown,Unknown,,,,,0.0,Mikrotrans,67,Lansia,17,,Monday,2023-04-03,Error,KEBAYORAN LAMA
XMLU695Y4L68ZF,F,1980,JAK.44,Andara - Stasiun Universitas Pancasila,1.0,B05464P,St. Lenteng Agung 2,-6.331342,106.83467,7,2023-04-03 16:50:18,B04591P,Sbr. Yayasan Al Azhar Syuhada,-6.326612,106.8207,17.0,2023-04-03 18:49:20,0.0,Mikrotrans,43,Dewasa Madya,16,119.03333333333333,Monday,2023-04-03,Success,JAGAKARSA
EUUW788Z9V28MH,F,1995,JAK.20,Cawang UKI - Lubang Buaya,1.0,B02109P,Lakesgilut TNI AU 2,-6.287858,106.89803,3,2023-04-03 16:43:34,B04464P,Sbr. SMPN 128,-6.279045,106.88927,9.0,2023-04-03 18:08:07,0.0,Mikrotrans,28,Dewasa Awal,16,84.55,Monday,2023-04-03,Success,CIPAYUNG
RNWP803I9Q37OE,F,1996,JAK.118,Taman Waduk Papanggo - Kota Tua,1.0,B04521P,Sbr. Taman BMW,-6.12629,106.85763,26,2023-04-03 16:21:10,B06076P,Sbr. SDN Sunter Agung 09,-6.127635,106.85913,28.0,2023-04-03 18:15:40,0.0,Mikrotrans,27,Dewasa Awal,16,114.5,Monday,2023-04-03,Success,TANJUNG PRIOK
OTMW545J8R66KS,F,1977,JAK.36,Cilangkap - Cililitan,0.0,B04333P,Sbr. SDN Dukuh 01,-6.287962,106.87417,31,2023-04-03 16:09:59,B04211P,Sbr. PLN Kramat Jati,-6.283302,106.8716,35.0,2023-04-03 17:48:38,0.0,Mikrotrans,46,Dewasa Akhir,16,98.65,Monday,2023-04-03,Success,KRAMAT JATI
GRDW155T1O78XE,M,1985,JAK.27,Pulo Gebang - Rorotan,0.0,B02280P,Masjid At Taqwa Karang Tengah,-6.151522,106.97204,45,2023-04-03 17:38:25,B04942P,Simpang KH Abdulloh Karang Tengah 1,-6.147051,106.97188,47.0,2023-04-03 18:55:57,0.0,Mikrotrans,38,Dewasa Madya,17,77.53333333333333,Monday,2023-04-03,Success,CILINCING
TQMN488F3S68ZT,M,1994,JAK.13,Tanah Abang - Jembatan Lima,0.0,B04381P,Sbr. Sekolah Bhineka Tunggal Ika,-6.15058,106.80752,29,2023-04-03 17:57:30,B02580P,Ps. Asemka,-6.140507,106.81149,38.0,2023-04-03 19:30:35,0.0,Mikrotrans,29,Dewasa Awal,17,93.08333333333333,Monday,2023-04-03,Success,TAMBORA
JXOF064M4G34CA,F,1991,JAK.84,Terminal Kampung Melayu - Kapin Raya,1.0,B05825P,Univ. Borobudur 2,-6.241463,106.89608,28,2023-04-03 17:42:45,B00088P,Awab Dalam,-6.224877,106.8696,44.0,2023-04-03 18:51:59,0.0,Mikrotrans,32,Dewasa Awal,17,69.23333333333333,Monday,2023-04-03,Success,DUREN SAWIT
PUFZ516T6T90KX,M,2003,JAK.08,Roxy - Benhil,0.0,B05924P,Yayasan Muhammadiyah 1,-6.197045,106.81442,22,2023-04-03 17:11:00,B04121P,Sbr. Pam Jaya DKI,-6.203461,106.80803,29.0,2023-04-03 18:18:26,0.0,Mikrotrans,20,Dewasa Awal,17,67.43333333333334,Monday,2023-04-03,Success,TANAH ABANG
NOBN339Q2M17LT,M,1992,JAK.23,Senen - Pisangan Baru,0.0,B06428P,Jln. Galur Sari Barat 2,-6.200101,106.864719,34,2023-04-03 17:38:42,B06431P,SDN Utan Kayu Selatan 23 Pagi,-6.203858,106.87078,37.0,2023-04-03 18:40:44,0.0,Mikrotrans,31,Dewasa Awal,17,62.03333333333333,Monday,2023-04-03,Success,MATRAMAN
WADO215R1N43FW,F,1993,JAK.07,Tanah Abang - Grogol via Tawakal,1.0,B02311P,Masjid Jami Al Hidayah Tomang,-6.171444,106.79616,9,2023-04-03 17:05:52,B04063P,Sbr. Masjid Jami Baiturrahman Tomang,-6.172505,106.80357,18.0,2023-04-03 18:12:06,0.0,Mikrotrans,30,Dewasa Awal,17,66.23333333333333,Monday,2023-04-03,Success,GROGOL PETAMBURAN
LKEO051N0K19LI,F,1977,JAK.22,Dwikora - Penas Kalimalang,0.0,B02433P,Mess Wirayudha 2,-6.242076,106.88072,11,2023-04-03 17:53:13,B00234P,Cawang Soetoyo 1,-6.24544,106.87548,16.0,2023-04-03 19:37:32,0.0,Mikrotrans,46,Dewasa Akhir,17,104.31666666666666,Monday,2023-04-03,Success,MAKASAR
